17,0,30,9,39,34,150,150,33,150,28,41,150,80,150,43,150,150,93,150,95,150,150,57,150,39,8,17,40,150,48,150,0,14,22,14,0,51,40,125,28,0,0,38,150,150,22,150,
111,30,9,73,34,0,0,0,150,13,0,150,150,150,150,150,56,27,150,0,71,150,33,76,150,0,0,49,150,2,150,150,13,150,74,23,6,14,150,34,150,0,150,0,129,29,22,42,
150,0,36,25,24,27,64,38,44,150,0,78,150,80,150,0,19,150,24,0,57,150,150,30,0,150,67,42,0,52,150,62,0,11,29,9,150,0,20,22,53,150,44,9,13,0,42,12,
28,55,150,43,150,150,30,58,128,22,32,150,9,22,63,150,150,77,29,111,150,28,150,150,11,150,150,57,17,11,26,48,150,39,45,150,150,150,0,88,32,0,63,0,93,0,150,27,
62,0,0,51,150,41,0,150,19,150,0,47,37,39,6,150,0,0,49,150,38,44,8,150,150,150,56,150,150,45,18,150,150,150,150,10,15,62,3,150,72,13,8,75,30,150,49,31,
25,0,150,30,5,150,0,67,150,150,26,34,150,0,12,25,0,0,150,150,150,150,23,150,48,0,150,60,36,150,0,61,97,117,150,0,150,31,150,0,32,17,150,150,0,150,82,150,
13,44,7,150,150,150,150,150,150,28,70,28,150,150,29,0,14,25,35,0,27,36,16,28,150,150,0,0,67,48,0,0,37,13,150,150,150,150,150,37,150,25,72,150,9,69,70,0,
0,150,38,49,17,150,150,9,150,42,75,150,51,59,69,41,150,43,58,150,150,0,150,62,150,0,0,25,150,23,33,44,44,48,65,51,150,20,35,81,83,43,53,26,26,1,150,7,
150,150,21,150,48,138,150,150,21,0,22,45,46,64,83,70,56,42,150,21,150,150,150,49,150,150,0,34,98,0,150,26,0,150,34,150,0,150,31,32,150,63,150,45,0,45,0,68,
0,2,150,39,18,150,27,150,150,37,29,7,150,115,39,55,52,80,127,150,54,150,150,34,2,62,46,150,27,39,39,150,29,58,150,44,150,150,0,150,54,155,150,0,64,68,0,150,
150,150,150,150,53,150,31,47,20,0,69,74,85,49,41,25,37,43,150,150,0,150,33,16,70,13,4,6,131,0,150,150,150,150,17,0,49,68,29,43,0,50,150,150,58,87,150,21,
53,30,34,0,150,18,36,40,6,17,35,150,150,14,0,0,0,38,150,150,104,0,80,44,34,150,0,150,0,11,48,0,85,5,0,51,150,23,150,36,150,21,25,150,27,0,150,45,
50,60,0,146,49,0,78,150,0,62,150,19,71,82,105,48,150,0,150,41,51,38,10,150,0,56,76,143,79,150,150,49,41,0,119,10,25,0,115,150,150,65,0,33,38,150,61,0,
3,0,2,29,40,150,21,150,73,9,24,150,26,100,150,13,16,77,0,5,27,36,19,23,47,69,150,31,27,47,150,0,48,150,50,150,33,0,21,150,47,150,0,4,77,0,0,77,
77,150,80,150,10,150,55,150,58,28,150,150,132,63,93,150,59,49,15,11,15,7,117,150,150,150,73,43,150,17,58,0,31,150,150,55,0,0,48,14,55,133,17,150,150,6,0,150,
8,1,22,25,0,150,150,35,32,22,4,76,0,16,31,32,0,150,29,41,28,26,12,31,71,64,52,19,69,44,0,0,68,150,67,52,0,54,44,150,0,150,171,82,47,150,14,130,
150,43,48,82,150,59,51,150,150,13,35,150,150,150,68,150,5,3,150,62,150,150,37,22,150,150,7,150,43,3,87,150,0,63,150,40,57,118,104,150,141,45,150,34,34,22,20,150,
32,150,0,3,64,78,150,0,31,54,20,150,63,14,44,42,150,80,150,20,16,81,150,0,141,150,49,150,150,0,18,47,12,30,10,0,71,8,44,32,60,74,87,0,150,29,38,37,
150,37,44,46,51,60,0,150,0,0,125,26,18,38,29,20,33,150,150,35,48,0,59,150,14,150,17,150,0,150,9,11,14,51,150,0,77,20,21,150,49,102,44,52,58,150,150,150,
150,64,13,65,97,150,136,22,0,150,0,150,9,85,45,24,38,69,24,44,0,130,150,150,118,4,150,57,42,0,150,0,26,63,39,150,68,45,150,150,150,22,59,150,119,16,150,150,
8,75,41,150,85,24,0,46,26,150,26,0,150,58,0,46,49,150,69,10,20,55,150,78,66,150,9,21,8,0,57,9,150,73,150,43,44,150,171,48,0,29,38,0,60,136,0,150,
46,150,57,59,16,150,150,74,28,16,37,80,57,0,150,33,150,48,22,150,34,46,0,18,0,49,0,0,59,61,31,57,15,16,150,114,34,0,150,150,150,18,69,0,4,28,22,7,
105,0,53,104,45,17,62,150,150,36,87,8,72,0,0,66,5,45,38,0,87,150,33,17,0,1,150,150,9,0,150,59,50,9,40,4,150,23,48,34,11,150,150,150,39,38,60,0,
45,150,63,150,52,9,0,150,150,150,24,84,27,11,150,13,33,68,0,9,150,55,49,24,0,44,0,9,37,16,36,50,150,84,75,34,89,64,30,22,52,10,54,24,4,36,20,6,
15,150,1,63,29,150,150,78,31,21,0,61,22,150,0,150,0,6,0,15,63,121,40,31,61,31,150,81,1,150,150,150,27,12,150,35,12,31,24,25,44,81,0,66,0,0,28,85,
41,46,38,5,0,24,11,0,72,26,150,88,150,13,32,21,53,83,80,113,0,150,37,0,37,7,18,7,150,88,0,27,122,0,19,15,69,4,0,88,87,10,0,16,150,53,21,0,
110,104,65,150,78,150,0,16,46,12,8,64,41,68,23,150,42,0,6,150,68,51,49,0,77,64,150,150,42,15,49,0,13,69,58,31,46,45,0,9,0,62,0,49,150,58,13,7,
89,0,29,1,47,48,0,68,67,150,58,150,0,72,150,0,103,31,52,19,27,51,0,150,18,48,42,29,22,55,70,6,43,57,20,63,19,38,18,111,51,12,139,150,22,20,40,3,
122,150,4,42,24,34,20,36,40,23,76,0,3,150,124,53,20,8,150,66,0,150,150,76,44,125,53,38,77,150,100,3,50,27,52,150,32,150,28,21,0,30,150,6,37,10,71,27,
93,25,59,54,82,53,16,24,38,44,150,0,85,44,26,28,34,5,13,0,41,12,150,27,28,17,28,150,97,72,0,22,41,62,0,44,0,115,37,0,104,36,12,75,88,24,56,150,
48,34,150,3,70,32,54,13,15,150,88,150,0,57,92,84,150,52,13,51,150,44,11,18,127,30,17,0,7,39,56,17,50,97,80,150,150,5,35,32,23,93,150,0,10,73,28,0,
59,130,98,0,37,75,150,26,21,0,61,16,64,3,23,33,0,8,150,7,74,40,19,72,0,24,150,0,0,150,80,150,33,150,150,150,22,6,66,51,0,82,56,64,26,0,58,154,
57,23,0,18,0,7,11,10,44,30,36,53,0,12,0,20,150,150,47,54,23,150,94,28,121,28,150,52,18,15,0,33,65,60,101,40,0,150,21,133,8,43,53,19,77,19,33,56,
21,58,29,20,62,150,17,20,33,40,87,23,0,0,150,150,0,24,27,74,38,150,53,28,8,37,150,87,0,32,12,59,37,163,41,30,0,27,25,0,114,68,51,94,150,33,10,21,
33,2,0,0,64,22,46,150,76,92,101,0,35,51,70,0,59,13,16,0,15,4,150,83,72,26,25,68,20,150,14,8,6,50,0,150,150,0,150,25,78,38,5,0,35,0,3,115,
13,128,12,138,23,124,47,59,41,7,37,22,10,4,17,85,28,0,67,33,150,150,53,30,87,53,140,107,78,25,10,76,30,19,70,10,63,22,10,35,81,150,0,88,116,0,0,83,
49,10,0,61,17,9,15,29,0,70,107,20,108,56,7,33,58,2,33,13,27,7,78,150,68,13,0,47,104,0,150,10,0,44,52,41,0,0,150,2,39,0,41,17,4,59,38,20,
0,27,45,30,58,0,12,10,0,0,0,144,31,0,37,15,33,6,39,85,20,83,11,84,28,36,102,150,17,29,33,16,44,12,46,63,0,0,39,58,57,125,104,0,150,90,69,150,
19,0,150,0,81,0,41,69,38,44,60,45,118,150,58,0,12,113,29,0,39,33,0,16,54,0,67,82,53,35,1,55,19,150,37,71,13,57,32,11,18,11,28,82,150,0,23,0,
16,6,0,58,55,35,17,0,0,49,44,33,150,36,0,58,21,30,84,13,119,88,68,23,18,25,67,150,64,63,62,0,16,0,27,55,150,43,0,15,164,0,33,76,58,22,129,16,
150,150,27,16,0,64,0,25,150,0,0,0,138,16,37,61,40,48,17,0,33,0,23,60,150,34,26,27,9,82,0,150,0,36,97,150,0,24,19,16,19,150,2,12,150,44,150,23,
40,150,38,48,71,0,41,9,23,3,14,111,27,6,59,12,0,9,53,100,55,18,35,150,94,21,7,56,2,31,17,26,24,0,49,3,18,31,150,0,36,108,150,21,83,0,28,39,
48,20,81,41,13,0,5,0,67,20,150,57,7,150,0,64,20,24,27,31,16,3,0,72,29,43,0,150,19,14,14,106,35,84,12,17,14,141,6,37,106,4,91,150,88,35,16,37,
49,36,89,130,150,56,150,0,36,150,108,0,22,53,34,150,18,150,10,23,21,18,19,13,150,0,52,41,112,62,13,0,37,36,58,64,59,14,0,56,80,8,40,42,36,69,42,0,
20,24,28,9,150,0,27,44,37,20,89,150,45,0,0,0,17,8,0,150,0,52,0,0,151,61,11,0,46,98,33,64,150,36,0,3,150,150,20,7,30,48,41,0,150,28,46,150,
24,0,0,20,150,23,68,0,8,27,33,64,22,30,20,9,24,70,0,150,6,0,13,79,0,150,73,0,62,16,45,30,35,70,0,150,150,64,150,26,14,42,0,29,40,90,82,19,
0,19,0,20,17,80,24,150,0,37,19,16,33,77,0,18,8,0,0,51,63,108,46,43,0,0,2,10,19,141,19,71,0,19,0,150,39,38,22,3,83,22,70,0,0,0,0,0,
119,48,23,5,11,64,41,150,36,10,35,20,48,43,150,16,63,51,85,34,113,4,150,0,47,47,32,150,129,0,0,67,43,84,0,150,150,41,0,15,48,41,79,27,89,42,13,27,
0,36,18,87,150,150,150,40,2,84,43,74,50,0,35,70,17,14,44,17,0,150,59,39,37,66,28,150,62,18,119,0,35,64,150,29,54,150,0,150,18,150,21,57,0,118,50,21,
0,33,39,64,0,27,35,0,20,0,88,150,23,47,26,17,83,23,150,0,14,0,22,44,24,29,150,21,123,106,52,141,49,15,26,0,25,41,15,54,150,0,65,0,8,150,0,22,
18,8,22,29,0,150,8,0,150,0,39,53,94,41,83,30,95,72,0,32,76,25,52,77,19,150,7,0,0,28,150,12,20,150,129,14,0,0,110,24,52,150,0,37,43,0,150,75,
0,8,68,0,77,150,0,40,61,12,23,150,150,78,0,0,34,60,0,80,7,7,0,0,57,0,150,54,39,74,0,33,0,19,8,0,56,4,64,150,1,25,104,28,32,65,4,0,
11,64,150,150,51,69,21,14,0,0,46,30,26,0,13,30,82,0,0,0,0,0,17,150,0,0,22,55,0,56,36,80,22,40,0,47,65,2,0,0,0,45,0,35,104,29,12,150,
41,0,150,18,27,86,0,113,0,19,0,89,150,13,28,124,7,137,150,61,104,30,12,23,27,63,5,0,39,10,0,150,44,34,22,4,30,28,150,2,53,35,0,150,25,28,150,16,
16,13,80,0,27,97,124,34,91,36,27,43,83,0,14,27,0,0,86,41,0,44,50,12,17,9,46,111,7,0,7,16,0,24,83,7,9,45,104,0,27,10,49,3,0,27,40,130,
14,20,17,34,35,0,130,5,8,0,33,97,18,0,89,56,27,13,31,47,96,0,6,105,47,0,41,46,120,14,43,38,0,45,0,23,16,78,150,150,150,0,47,0,150,0,8,8,
0,29,55,48,19,75,0,60,23,27,7,15,150,63,68,3,11,0,58,16,97,139,0,0,22,61,0,0,14,46,66,0,19,15,9,20,9,0,0,50,24,0,8,9,29,108,25,28,
12,13,150,31,0,0,11,57,61,65,0,10,0,25,0,0,39,13,17,41,150,20,36,0,26,61,39,14,14,1,14,3,6,0,48,119,60,74,95,0,102,150,0,0,40,42,30,0,
50,78,31,38,18,0,0,35,27,18,11,104,29,13,9,15,75,0,39,74,49,70,68,0,45,36,101,28,22,86,150,27,43,16,0,14,104,39,20,7,150,9,0,0,16,8,3,0,
0,150,42,13,58,47,7,178,6,59,33,104,0,26,61,165,26,9,53,55,19,51,1,14,108,21,44,150,35,65,68,8,139,0,150,0,0,66,27,44,48,44,0,6,0,53,27,36,
15,0,19,36,69,32,14,0,43,8,82,61,30,12,0,0,0,0,83,46,150,0,150,39,97,0,0,150,0,10,51,21,52,53,105,56,0,25,18,0,65,19,50,34,16,17,0,47,
0,0,21,40,41,8,22,0,74,102,6,26,68,150,35,9,7,67,22,36,89,38,32,67,95,18,0,0,41,7,150,33,72,150,0,66,16,0,13,35,46,24,60,0,0,36,42,0,
27,146,153,153,0,38,36,50,20,51,70,18,81,33,107,17,53,81,0,94,77,49,16,6,12,31,150,88,150,37,20,150,50,70,6,127,24,0,5,71,0,66,23,58,102,30,0,48,
99,42,35,7,0,57,38,32,132,55,0,81,3,29,117,0,19,16,32,150,35,45,150,24,15,3,0,150,36,130,13,14,25,45,0,49,150,10,0,16,150,34,150,27,0,16,56,150,
5,22,10,28,0,3,0,25,52,3,39,28,36,13,0,57,0,80,0,0,17,5,0,66,74,79,63,65,88,42,57,28,32,8,0,78,0,8,0,24,63,17,59,35,9,20,0,33,
56,21,46,60,7,150,150,4,0,0,22,3,139,0,24,48,8,0,28,9,19,0,74,58,86,97,8,50,88,4,0,0,11,20,6,103,118,48,40,25,3,65,36,0,12,45,140,33,
150,8,0,84,25,40,30,3,69,30,55,26,17,19,38,27,29,68,59,150,67,150,15,64,50,0,150,0,51,48,55,71,52,45,41,16,0,12,150,34,0,25,46,122,26,62,17,0,
75,19,112,32,150,0,12,150,73,39,81,0,35,50,12,83,24,108,17,0,70,43,54,28,52,16,21,39,0,38,43,38,150,20,130,16,20,150,0,54,0,3,8,0,0,0,0,21,
23,0,31,0,67,17,15,0,76,44,17,10,48,44,150,42,28,14,11,12,44,38,22,37,40,77,0,150,2,24,73,0,8,0,40,27,150,0,28,0,150,18,12,11,34,150,11,0,
12,0,24,0,88,111,0,148,35,18,11,150,150,64,62,18,18,7,52,41,39,0,0,29,0,42,0,0,0,43,0,25,0,14,0,0,150,29,97,18,39,56,30,40,35,0,18,3,
65,42,141,10,150,88,15,0,36,17,20,44,6,92,33,31,26,12,30,58,50,22,28,28,53,52,0,76,0,150,0,14,11,150,0,68,27,0,30,73,0,93,32,0,65,0,150,0,
5,103,112,48,0,46,0,75,150,0,64,84,150,0,0,0,44,6,41,73,39,64,6,119,76,150,35,56,73,30,12,17,40,28,124,21,32,104,0,98,97,0,43,20,8,150,29,41,
53,51,37,0,0,0,43,127,109,0,42,50,150,62,0,39,2,0,29,27,17,5,0,0,64,124,0,54,90,31,28,19,41,83,0,4,43,0,150,0,0,0,25,7,150,8,44,18,
0,28,0,150,69,41,103,0,132,68,19,150,150,48,51,0,1,150,48,42,6,0,42,0,18,150,82,60,0,14,0,9,4,25,23,113,31,111,83,83,0,50,0,34,54,0,19,0,
16,0,5,21,54,35,102,39,28,32,0,78,61,102,59,70,2,79,0,7,65,41,17,84,26,86,0,19,60,0,14,0,0,150,21,28,0,0,0,0,6,76,150,25,30,0,0,91,
31,52,86,84,29,62,47,43,20,52,169,78,59,13,28,10,44,19,14,22,8,6,98,14,0,47,31,65,55,47,35,7,62,63,121,152,30,111,13,4,0,0,0,65,37,0,53,89,
25,29,21,0,150,0,16,16,0,150,18,75,21,40,150,81,31,0,21,5,113,0,15,14,59,87,27,18,0,56,89,39,7,0,24,33,0,83,0,0,0,13,0,51,41,0,4,20,
55,113,64,46,1,0,150,0,109,46,23,0,83,150,0,39,68,89,7,150,0,150,150,17,34,40,150,73,20,150,79,0,53,87,18,0,0,8,0,20,17,60,24,43,55,0,21,0,
12,15,138,39,42,0,52,0,48,24,150,33,26,87,13,150,89,0,39,31,66,150,35,26,37,48,150,25,85,150,0,93,0,38,83,0,150,17,73,0,0,63,30,150,0,0,36,1,
43,29,18,55,0,2,0,2,150,43,10,30,64,95,18,11,5,14,0,101,0,11,6,0,162,8,0,30,21,44,2,90,119,64,12,42,0,110,150,7,89,150,150,27,0,6,24,61,
150,58,30,68,39,12,47,0,3,62,10,150,150,24,0,31,34,150,72,16,56,0,17,150,36,36,39,35,88,80,34,54,13,45,38,13,14,36,91,23,0,54,49,62,29,0,0,20,
91,132,150,7,51,0,150,31,150,100,99,150,150,37,91,21,66,150,37,150,150,41,150,0,55,150,150,0,0,14,0,38,150,0,14,48,0,44,10,150,123,0,6,31,28,16,0,50,
0,33,81,0,0,28,64,25,18,0,82,53,2,16,36,63,0,66,71,48,150,150,0,73,30,150,150,51,34,36,0,10,69,4,150,83,54,0,150,150,16,25,44,55,81,0,51,0,
68,83,0,57,58,0,47,27,31,31,81,36,110,41,70,35,0,18,42,43,0,23,41,6,0,132,13,0,29,48,32,0,85,0,43,0,150,0,133,150,29,0,150,19,12,50,33,7,
74,0,5,0,3,35,19,25,33,0,39,54,51,57,35,6,60,38,0,150,37,46,28,29,28,0,13,30,57,69,0,5,6,0,18,43,75,9,150,150,0,13,0,69,50,44,37,14,
150,85,150,9,70,67,27,52,55,150,8,150,109,46,0,21,0,6,0,40,0,44,150,41,0,43,16,30,67,56,87,32,150,150,107,45,31,40,0,13,2,18,39,33,49,58,17,25,
69,0,75,0,61,92,80,36,57,6,76,70,51,35,150,0,0,0,41,56,0,0,104,150,0,76,20,59,16,0,32,0,63,0,31,11,57,6,32,41,46,42,150,150,150,48,68,34,
46,7,23,43,27,102,0,7,4,0,51,22,0,0,18,29,42,95,20,150,0,109,67,41,0,27,10,13,36,150,22,150,0,61,59,103,31,22,15,105,150,150,6,26,11,58,52,46,
12,34,34,1,7,0,30,61,21,17,58,0,0,16,3,0,5,17,25,150,40,15,31,150,24,29,0,36,21,15,150,37,68,0,0,150,13,104,1,30,150,24,66,150,71,32,55,150,
150,71,45,150,150,31,34,1,27,98,131,18,35,41,0,1,0,150,45,14,44,12,30,32,150,0,11,0,43,72,21,118,0,150,34,7,49,34,42,0,56,17,32,15,0,115,77,0,
35,14,46,31,0,43,29,89,60,34,49,0,0,150,0,107,150,0,38,117,25,9,65,15,150,14,62,116,82,0,0,10,150,150,89,43,150,110,0,30,0,35,50,56,23,39,11,0,
44,2,23,4,31,0,64,0,150,49,83,43,20,0,27,0,76,51,68,68,0,45,6,51,59,47,36,46,0,150,0,36,63,150,38,29,70,67,50,150,54,17,35,29,66,0,25,150,
42,150,38,3,54,81,69,11,69,17,30,44,54,150,70,0,21,12,64,34,37,13,0,63,20,3,16,0,24,24,8,18,49,0,0,56,37,22,10,39,37,20,28,0,0,17,43,0,
150,26,15,0,0,62,61,150,80,60,51,38,61,38,49,45,59,61,150,150,0,29,150,0,0,6,47,26,150,150,100,150,0,24,58,150,29,136,19,37,8,0,0,0,150,43,45,50,
56,61,0,19,15,0,29,102,150,35,0,35,96,51,60,0,1,22,35,150,94,42,105,26,92,13,0,31,21,68,34,0,57,54,10,0,87,30,37,0,150,9,61,46,15,150,44,56,
80,82,0,7,17,79,0,68,150,20,44,0,22,0,70,44,54,0,49,56,41,12,23,98,44,35,133,32,29,1,95,62,3,104,17,17,33,0,0,44,0,34,15,53,17,150,15,50,
8,101,82,44,88,0,150,11,66,37,23,0,46,0,17,20,150,19,41,0,0,0,78,0,0,35,40,30,5,34,0,44,98,3,74,110,0,26,28,52,0,0,45,19,41,64,23,0,
39,0,9,0,37,0,0,4,62,0,150,0,0,0,0,10,0,83,78,0,150,150,106,53,0,43,85,56,21,0,74,5,0,68,37,57,27,18,28,31,82,75,6,19,4,53,0,0,
0,3,100,30,37,12,82,45,18,0,0,45,33,29,28,12,0,12,150,0,47,18,31,83,49,0,100,27,23,51,57,141,82,88,63,36,9,127,64,0,24,15,60,0,150,78,35,0,
0,43,20,102,150,129,24,23,20,65,82,67,45,19,31,40,102,150,89,0,0,18,150,150,0,37,0,102,0,4,20,0,0,13,100,35,150,46,35,34,37,53,40,150,23,0,0,0,
0,0,10,51,49,0,150,20,19,2,17,93,49,40,84,67,6,150,113,0,40,35,150,0,27,61,4,26,0,90,54,77,34,29,126,16,36,0,13,9,23,68,0,0,30,43,1,67,
132,150,150,40,22,8,32,0,2,115,2,150,150,51,0,0,14,0,0,48,0,69,25,101,23,150,61,42,121,52,32,38,22,26,76,150,150,63,36,150,57,49,53,0,10,0,0,3,
54,150,53,3,54,82,44,52,37,5,7,33,93,16,92,62,0,49,32,34,0,0,31,21,201,62,0,15,23,0,26,39,0,40,44,95,13,0,27,0,88,63,24,2,49,0,150,15,
32,0,27,45,72,44,31,67,18,12,36,102,150,67,0,0,55,54,70,73,81,16,30,75,0,104,14,47,88,150,34,78,44,19,16,38,14,0,39,54,42,14,15,55,97,0,28,30,
0,101,29,0,48,0,0,7,22,20,37,8,44,0,70,8,25,35,37,70,15,0,54,150,74,8,39,51,66,41,150,17,74,37,77,21,44,10,0,0,150,44,20,108,57,5,70,74,
0,80,57,11,14,65,59,0,65,85,58,40,61,19,1,0,48,49,4,38,0,5,0,22,2,44,56,9,0,31,6,16,45,21,0,150,0,53,88,0,0,67,0,62,20,51,9,150,
29,79,19,63,20,33,41,13,36,32,30,0,119,150,41,25,150,8,0,82,18,76,70,8,133,18,85,11,87,18,70,0,20,35,109,46,0,38,48,0,74,150,40,19,65,0,21,71,
15,69,150,28,59,11,150,72,70,0,69,61,150,27,30,70,5,21,36,150,7,0,35,31,0,0,49,120,42,35,150,53,0,20,0,72,1,27,0,5,0,0,76,34,78,12,31,63,
57,78,150,44,25,0,19,13,49,28,9,34,19,150,44,6,20,0,26,24,21,150,56,0,29,73,150,35,68,56,60,26,16,150,62,32,38,0,0,36,107,58,28,21,15,9,68,0,
46,41,109,94,50,150,64,95,0,19,38,150,150,29,112,16,18,0,3,43,0,0,150,40,31,39,0,150,149,16,150,150,56,57,47,96,63,9,28,32,75,30,150,0,35,0,27,32,
116,73,48,26,8,71,2,0,24,4,150,41,64,51,36,40,150,0,61,6,19,30,79,21,19,32,0,53,67,29,60,87,0,15,38,33,17,31,0,0,46,71,24,14,51,26,30,106,
48,0,44,150,7,23,27,35,0,13,63,40,41,51,20,0,43,69,70,17,12,150,29,0,150,10,0,25,67,119,0,26,150,41,47,0,0,24,0,102,31,0,0,0,22,0,60,81,
0,41,25,105,90,16,150,150,0,36,0,37,150,77,13,61,5,8,95,150,0,35,33,87,6,0,121,0,52,81,0,37,26,0,18,29,22,93,24,78,25,80,42,13,26,60,42,14,
150,29,68,87,150,88,27,0,150,150,25,111,35,32,26,30,150,15,17,32,38,18,23,14,150,62,74,58,39,27,45,60,16,48,11,91,0,4,77,0,21,19,68,56,68,77,48,0,
19,29,150,150,17,12,42,109,51,43,38,38,24,15,51,46,5,98,21,18,30,0,5,55,0,0,0,47,46,95,45,150,27,34,42,0,29,58,13,0,0,0,12,34,22,9,7,0,
